path	format	interpreter	max_glibc	max_glibcxx	needed
lib/libasan.so.8.0.0	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, with debug_info, not stripped	-	2.17	-	librt.so.1,libpthread.so.0,libstdc++.so.6,libm.so.6,libdl.so.2,libc.so.6,libgcc_s.so.1
lib/libncursesw.so.6.6	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, not stripped	-	2.17	-	libtinfow.so.6,libc.so.6,ld-linux-aarch64.so.1
lib/tdbcodbc1.1.5/libtdbcodbc1.1.5.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, not stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
lib/libbz2.so.1.0.8	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, with debug_info, not stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
lib/libatomic.so.1.2.0	ELF 64-bit LSB shared object, ARM aarch64, version 1 (GNU/Linux), dynamically linked, with debug_info, not stripped	-	2.17	-	libpthread.so.0,libc.so.6
lib/libnsl.so.3.0.0	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, not stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
lib/libformw.so.6.6	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, not stripped	-	2.17	-	libncursesw.so.6,libtinfow.so.6,libc.so.6,ld-linux-aarch64.so.1
lib/libnode.so.127	ELF 64-bit LSB shared object, ARM aarch64, version 1 (GNU/Linux), dynamically linked, with debug_info, not stripped, too many notes (256)	-	2.28	3.4.32	libz.so.1,libuv.so.1,libcrypto.so.3,libssl.so.3,libicui18n.so.78,libicuuc.so.78,libdl.so.2,libstdc++.so.6,libm.so.6,libgcc_s.so.1,libpthread.so.0,libc.so.6,ld-linux-aarch64.so.1
lib/libitm.so.1.0.0	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, with debug_info, not stripped	-	2.17	-	libpthread.so.0,libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/Scrt1.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), for GNU/Linux 3.7.0, not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/libmcheck.a	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), with debug_info, not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/crt1.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), for GNU/Linux 3.7.0, not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/libmemusage.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a1d45cca915e52d2fa0e5f23d1a40151adba8a8b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libdl.so.2,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/Mcrt1.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/audit/sotruss-lib.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7b7f3c68efa6ccf01fe4a305d154f8893b2dd0d7, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/crti.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/gcrt1.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), for GNU/Linux 3.7.0, not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/crtn.o	ELF 64-bit LSB relocatable, ARM aarch64, version 1 (SYSV), not stripped	-	-	-	-
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/UTF-16.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a802eaca07165f2c746fe451f05956d7e7760acf, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/KOI8-T.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e86761dd9fe7b4be3eba488e783507d3c1511416, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP772.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=8a4b5592374bb0b6a4bd32fe184baa8184276f8f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO_11548-1.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=bc7a4e734478bcf129a2817e18c1e1ed7d4e3adb, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/MACINTOSH.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=812be5c5f7ec038943d776d6c65f6e4e610ac31f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM866NAV.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f48a47bd34bf1f4e560538f5e0971678a1da5a3b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-5.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2786922bf42940e2483e3824a36191fcc89d2d59, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO_5427.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=6d1ad7d0f89d6fc4fd4d6988c2a2221c255b455e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/UTF-32.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=825608839d5c835be1c773d22c03a81411cd7410, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM037.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=65b993e65948724071dca264596a1a1b6d64a992, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ASMO_449.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=68ba8a498a5b75610f39f72f313f9a25d334a2cf, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ANSI_X3.110.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0ecaf0148ee75e0f6fe90803a62a2000bf457ffe, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-16.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2dab9f30ccee2e3c5f2f7d60fdbb6bdb90d3ef0c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/HP-GREEK8.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f47d100af509041f9d5de54d124fddc95096d873, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM297.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=bb32be498caedace8ca920d6cee336b2a2b74fce, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GREEK7.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=5830192326e3eea5083a7a05326d4b3646ebe908, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/KOI8-RU.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c388dbb446fdba615cc6e5b3a924bad70e9be973, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO-2022-JP.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=563e8e7bf48f6e114ba07674bab29d29888db607, for GNU/Linux 3.7.0, stripped	-	2.17	-	libJIS.so,libGB.so,libKSC.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO-IR-209.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7d502243ac8db20b5be3c02c3ac9a63d635d2b1f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO-2022-CN.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e65e06c610004a84dce0723a329ce89d471b1b8c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libGB.so,libCNS.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-PT.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a3b0eef269a410786ad6e4faa3229d536698ca79, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-1.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e0c70d204b2fae60e734f1f1d4463be7bfcc1611, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/BIG5.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e52f84aca556d9de26e27f80f587381e0190e17e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM274.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=1f33d3ff9035d6d407b06714a93cffd2978af49b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/DEC-MCS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=9bca6b2b2b83f77425fcf333c1cd9feb527c0244, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP737.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a97df19571100e0960ba8a858f832411f90c5eaa, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM12712.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=cf6468b2a7907dfbadcfdcfd06590b8cf8295bd4, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM275.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=4c0a16c4926fb486633b0ca6b1543b2eecc12c5a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM4909.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=feabaefead39bc697b51611c329effc8a5ae583f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/VISCII.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=39019870c2be4f768e5e553018dd9924f8d443a2, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ARMSCII-8.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=392f1b87506d7ad78e14598f4f825d25372486ba, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/MIK.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2a40bf41715acf5504680a186d1a9642483b8deb, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/KOI8-U.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0c587796fb0d7429f13f8887fc37869cae80b664, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/NATS-SEFI.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c8721c93bf638fa8be5b3b88f6db62f07ff36261, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM16804.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=9c0d04ea401cc9e2dce7cd4a75134def4ad34dfa, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP773.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7ff28d4742e43cee36b3af51e946626d8dce6ada, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-13.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=ff18f87113c553a2a9474a2514ecb9e5faa9ca3b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/INIS-CYRILLIC.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7d7e67132ebf980369a70cd68d3900ad9e9ee80c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GBBIG5.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0f298f63e702b3fb2cab50593e16cf12c3ec3c53, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/T.61.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=3da56b04037c709249595b3f18b9c72b23b6e1ff, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EUC-JP-MS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d3d1de3617dba5a16159cc9bba2ac0149fb2467f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libJIS.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-DK-NO-A.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=14cf015faa5b1739b09cae658b93fdc2c3086767, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-CA-FR.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=28687acf36d90cf47b6b3cb2bf93cdeb909effba, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-AT-DE-A.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2fb3decb6620e5258d7866fd37cc7adbead511fa, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-4.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=27d89769f533c6f74674a6c013488ab82a632a95, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EUC-JISX0213.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=218447a428abc402e9bbfbfa1ac20960ff7877d4, for GNU/Linux 3.7.0, stripped	-	2.17	-	libJISX0213.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/libJIS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7fce53627a24b322103b276aaa87c45fd6fc9073, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GB18030.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=bd10c168edd433c3c3bb9bf479bc724817745d09, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM860.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=8d4b7f493b11f10d152387037e607ecedd24fa85, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1004.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7efa048dad8f7d8559db22bfdbd9e1bad752469c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1144.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=aa58c702b996c3ac85e144e371f6f54de123a3e5, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1154.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c2b4ed3d64c4d35e41c9f559e38eaa4bc40ed90b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/MAC-CENTRALEUROPE.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a6bba43b83f265b20f7e263b0b831a4a24dc4af3, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1160.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2ab7349287ae55eebe3a6b549dfeca9f6f022fd3, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/KOI-8.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7f120696ad40e7f3211c0d968e38c1287852972a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM904.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=07391b7f2d70fb47fc1b6964c34b3fe8afa3bccc, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM870.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=60ac3172b6b516ed5fa37885eb3359f31e0163e5, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM930.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d80f8b5f0cc27da2883d1b704f3615964d46404e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/TSCII.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=b8439433d1666d9b06a284eee4a36319b9294d3e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1250.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=129c55a6f37adce9902befa67c574dc8e80172da, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM500.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=4e0aea27d17d9b9b451d6333a3377a5b28e07a1e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/libJISX0213.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a7c13d4097f435beca1ba706ef19603df70832b0, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM850.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=930ab90af0471e150a5738cee0324911b0927b2b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM5347.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=14ecd2b9438e0e977d22359865134a6bf2ea4d5e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM864.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=b66b6e7f6041cbf1adbf5232e5fd7adf332b0b52, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/LATIN-GREEK-1.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d99ee922fd0b8bdb234a80cb8302230f49ac14f6, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO_5427-EXT.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=5e8340ebbcde615fe43554d1c38d6c72bd0e4bdf, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EUC-JP.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f75b837c556136371f76af0d5b579bbdb395798e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libJIS.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP10007.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=9786afbc0d8665d1c39681e86f03894f852deb6a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1140.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=01da13f52fddda8d34500e98d6ba9cfcd88f6ae4, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1164.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=10505d2f40416cecb9b7aabd8861d22679fc47b6, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
