libexpat-2.8.1-hfae3067_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libexpat-2.8.1-hfae3067_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libexpat-2.8.1-hfae3067_1.conda
libffi-3.7.0-h376a255_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libffi-3.7.0-h376a255_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libffi-3.7.0-h376a255_0.conda
libgcc-16.1.0-h205dda4_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libgcc-16.1.0-h205dda4_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libgcc-16.1.0-h205dda4_1.conda
libgcc-devel_linux-aarch64-15.3.0-h6e7e4e0_101.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/libgcc-devel_linux-aarch64-15.3.0-h6e7e4e0_101.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/libgcc-devel_linux-aarch64-15.3.0-h6e7e4e0_101.conda
libgomp-16.1.0-h8acb6b2_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libgomp-16.1.0-h8acb6b2_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libgomp-16.1.0-h8acb6b2_1.conda
liblzma-5.8.3-he30d5cf_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/liblzma-5.8.3-he30d5cf_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/liblzma-5.8.3-he30d5cf_1.conda
libnsl-2.0.1-h86ecc28_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libnsl-2.0.1-h86ecc28_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libnsl-2.0.1-h86ecc28_1.conda
libsanitizer-15.3.0-he541324_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libsanitizer-15.3.0-he541324_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libsanitizer-15.3.0-he541324_1.conda
libsqlite-3.53.4-h022381a_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libsqlite-3.53.4-h022381a_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libsqlite-3.53.4-h022381a_0.conda
libstdcxx-16.1.0-hef695bb_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libstdcxx-16.1.0-hef695bb_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libstdcxx-16.1.0-hef695bb_1.conda
libstdcxx-devel_linux-aarch64-15.3.0-h0e8df58_101.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/libstdcxx-devel_linux-aarch64-15.3.0-h0e8df58_101.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/libstdcxx-devel_linux-aarch64-15.3.0-h0e8df58_101.conda
libuuid-2.42.2-h1022ec0_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libuuid-2.42.2-h1022ec0_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libuuid-2.42.2-h1022ec0_0.conda
libuv-1.52.1-h80f16a2_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libuv-1.52.1-h80f16a2_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libuv-1.52.1-h80f16a2_1.conda
libxcrypt-4.4.38-h80f16a2_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libxcrypt-4.4.38-h80f16a2_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libxcrypt-4.4.38-h80f16a2_0.conda
libzlib-1.3.2-hdc9db2a_3.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/libzlib-1.3.2-hdc9db2a_3.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/libzlib-1.3.2-hdc9db2a_3.conda
make-4.4.1-he30d5cf_3.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/make-4.4.1-he30d5cf_3.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/make-4.4.1-he30d5cf_3.conda
ncurses-6.6-h2b6f883_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/ncurses-6.6-h2b6f883_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/ncurses-6.6-h2b6f883_1.conda
nodejs-22.23.2-h908ce8d_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/nodejs-22.23.2-h908ce8d_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/nodejs-22.23.2-h908ce8d_0.conda
openssl-3.6.3-h546c87b_1.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/openssl-3.6.3-h546c87b_1.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/openssl-3.6.3-h546c87b_1.conda
packaging-26.3-pyhc364b38_0.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/packaging-26.3-pyhc364b38_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/packaging-26.3-pyhc364b38_0.conda
pip-26.2.1-pyh8b19718_0.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/pip-26.2.1-pyh8b19718_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/pip-26.2.1-pyh8b19718_0.conda
pkg-config-0.29.2-h36a561e_1011.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/pkg-config-0.29.2-h36a561e_1011.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/pkg-config-0.29.2-h36a561e_1011.conda
python-3.11.15-ha505bbe_2_cpython.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/python-3.11.15-ha505bbe_2_cpython.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/python-3.11.15-ha505bbe_2_cpython.conda
readline-8.3-hb682ff5_0.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/readline-8.3-hb682ff5_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/readline-8.3-hb682ff5_0.conda
setuptools-84.0.0-pyh332efcf_0.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/setuptools-84.0.0-pyh332efcf_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/setuptools-84.0.0-pyh332efcf_0.conda
sysroot_linux-aarch64-2.28-h585391f_9.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/sysroot_linux-aarch64-2.28-h585391f_9.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/sysroot_linux-aarch64-2.28-h585391f_9.conda
tk-8.6.13-noxft_h5cf4473_3.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/tk-8.6.13-noxft_h5cf4473_3.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/tk-8.6.13-noxft_h5cf4473_3.conda
tzdata-2026c-h151e31d_0.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/tzdata-2026c-h151e31d_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/tzdata-2026c-h151e31d_0.conda
wheel-0.48.0-pyhd8ed1ab_0.conda	noarch	https://conda.anaconda.org/conda-forge/noarch/wheel-0.48.0-pyhd8ed1ab_0.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/noarch/wheel-0.48.0-pyhd8ed1ab_0.conda
zstd-1.5.7-h9d15635_7.conda	linux-aarch64	https://conda.anaconda.org/conda-forge/linux-aarch64/zstd-1.5.7-h9d15635_7.conda	https://mirrors.tuna.tsinghua.edu.cn/anaconda/cloud/conda-forge/linux-aarch64/zstd-1.5.7-h9d15635_7.conda
