ecosystem	name	version	license	source
npm	@deepseek-ai/dsh-client-ui-directory-picker-browse	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-directory-picker-browse/-/dsh-client-ui-directory-picker-browse-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-directory-picker-native	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-directory-picker-native/-/dsh-client-ui-directory-picker-native-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-goal	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-goal/-/dsh-client-ui-goal-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-input-trigger	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-input-trigger/-/dsh-client-ui-input-trigger-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-jobs	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-jobs/-/dsh-client-ui-jobs-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-layout	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-layout/-/dsh-client-ui-layout-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-message-feedback	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-message-feedback/-/dsh-client-ui-message-feedback-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-model-selection	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-model-selection/-/dsh-client-ui-model-selection-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-permission-presets	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-permission-presets/-/dsh-client-ui-permission-presets-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-plan	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-plan/-/dsh-client-ui-plan-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-reference	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-reference/-/dsh-client-ui-reference-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-renderer	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-renderer/-/dsh-client-ui-renderer-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-settings	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-settings/-/dsh-client-ui-settings-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-settings-general	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-settings-general/-/dsh-client-ui-settings-general-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-settings-models	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-settings-models/-/dsh-client-ui-settings-models-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-settings-plugin-inventory	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-settings-plugin-inventory/-/dsh-client-ui-settings-plugin-inventory-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-settings-plugins	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-settings-plugins/-/dsh-client-ui-settings-plugins-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-sidebar	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-sidebar/-/dsh-client-ui-sidebar-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-skill	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-skill/-/dsh-client-ui-skill-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-subagent	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-subagent/-/dsh-client-ui-subagent-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-theme	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-theme/-/dsh-client-ui-theme-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-tool	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-tool/-/dsh-client-ui-tool-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-trajectory	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-trajectory/-/dsh-client-ui-trajectory-0.1.0-rc.8.tgz
npm	@tanstack/react-virtual	3.14.10	MIT	https://registry.npmjs.org/@tanstack/react-virtual/-/react-virtual-3.14.10.tgz
npm	react	19.2.8	MIT	https://registry.npmjs.org/react/-/react-19.2.8.tgz
npm	react-dom	19.2.8	MIT	https://registry.npmjs.org/react-dom/-/react-dom-19.2.8.tgz
npm	@deepseek-ai/dsh-client-ui-user-questions	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-user-questions/-/dsh-client-ui-user-questions-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-workflow-run	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-workflow-run/-/dsh-client-ui-workflow-run-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-client-ui-workspace	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-client-ui-workspace/-/dsh-client-ui-workspace-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-cmdline	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-cmdline/-/dsh-cmdline-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-code-runtime	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-code-runtime/-/dsh-code-runtime-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-code-runtime-worker-thread	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-code-runtime-worker-thread/-/dsh-code-runtime-worker-thread-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-command-compact	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-command-compact/-/dsh-command-compact-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-command-feedback	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-command-feedback/-/dsh-command-feedback-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-command-goal	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-command-goal/-/dsh-command-goal-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-commands	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-commands/-/dsh-commands-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-compaction	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-compaction/-/dsh-compaction-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-compaction-basic	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-compaction-basic/-/dsh-compaction-basic-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-compaction-tool-result-pruner	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-compaction-tool-result-pruner/-/dsh-compaction-tool-result-pruner-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-cordis-client-runner	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-cordis-client-runner/-/dsh-cordis-client-runner-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-cordis-host-runner	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-cordis-host-runner/-/dsh-cordis-host-runner-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-credentials	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-credentials/-/dsh-credentials-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-credentials-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-credentials-local/-/dsh-credentials-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-file-reference	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-file-reference/-/dsh-file-reference-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-file-reference-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-file-reference-local/-/dsh-file-reference-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-fs	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-fs/-/dsh-fs-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-fs-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-fs-local/-/dsh-fs-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-fs-observation-policy	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-fs-observation-policy/-/dsh-fs-observation-policy-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-fs-sandbox	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-fs-sandbox/-/dsh-fs-sandbox-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-goal	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-goal/-/dsh-goal-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-goal-round-driver	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-goal-round-driver/-/dsh-goal-round-driver-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-headless	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-headless/-/dsh-headless-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-home-paths	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-home-paths/-/dsh-home-paths-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-apiproxy	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-apiproxy/-/dsh-host-apiproxy-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-directory-picker	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-directory-picker/-/dsh-host-directory-picker-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-directory-picker-auto	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-directory-picker-auto/-/dsh-host-directory-picker-auto-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-directory-picker-browse	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-directory-picker-browse/-/dsh-host-directory-picker-browse-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-directory-picker-native	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-directory-picker-native/-/dsh-host-directory-picker-native-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-frontend-static	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-frontend-static/-/dsh-host-frontend-static-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-plugin-inventory	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-plugin-inventory/-/dsh-host-plugin-inventory-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-host-webserver	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-host-webserver/-/dsh-host-webserver-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-invariants	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-invariants/-/dsh-invariants-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-jobs	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-jobs/-/dsh-jobs-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-jobs-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-jobs-local/-/dsh-jobs-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-launch-environment	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-launch-environment/-/dsh-launch-environment-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-llm	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-llm/-/dsh-llm-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-llm-deepseek	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-llm-deepseek/-/dsh-llm-deepseek-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-llm-pi-ai	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-llm-pi-ai/-/dsh-llm-pi-ai-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-llm-retry	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-llm-retry/-/dsh-llm-retry-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-mcp-client	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-mcp-client/-/dsh-mcp-client-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-message-feedback	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-message-feedback/-/dsh-message-feedback-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-native-command	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-native-command/-/dsh-native-command-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-output-retention	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-output-retention/-/dsh-output-retention-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-permission-presets	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-permission-presets/-/dsh-permission-presets-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-persona	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-persona/-/dsh-persona-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-plan-mode	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-plan-mode/-/dsh-plan-mode-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-pwsh-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-pwsh-local/-/dsh-pwsh-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-pwsh-sandbox	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-pwsh-sandbox/-/dsh-pwsh-sandbox-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-repeat-tool-reminder	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-repeat-tool-reminder/-/dsh-repeat-tool-reminder-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-sandbox	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-sandbox/-/dsh-sandbox-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-sandbox-local	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-sandbox-local/-/dsh-sandbox-local-0.1.0-rc.8.tgz
npm	@deepseek-ai/dsh-sandbox-policy	0.1.0-rc.8	MIT	https://registry.npmjs.org/@deepseek-ai/dsh-sandbox-policy/-/dsh-sandbox-policy-0.1.0-rc.8.tgz
